,cp,rob_gamma,kR
0,0.1,2.0398365610779656,0.1
1,0.16378937069540642,1.9554115548666406,0.1
2,0.2682695795279726,0.5695031072656254,0.1
3,0.43939705607607904,0.4954052744741894,0.1
4,0.7196856730011519,0.2425111408718165,0.1
5,1.1787686347935873,0.3364225827343591,0.1
6,1.9306977288832496,0.33742379380218945,0.1
7,3.1622776601683795,0.33743217054149593,0.1
8,5.17947467923121,0.33743224044939896,0.1
9,8.483428982440717,0.3374322410327221,0.1
10,13.894954943731374,0.3374322410276786,0.1
11,22.758459260747887,0.3374322410371521,0.1
12,37.27593720314938,0.33743224104769864,0.1
13,61.054022965853264,0.3374322410376829,0.1
14,100.0,0.33743224099664115,0.1
0,0.1,1.7970534952112753,0.16378937069540642
1,0.16378937069540642,1.7185848315575913,0.16378937069540642
2,0.2682695795279726,0.48735859342439086,0.16378937069540642
3,0.43939705607607904,0.4594684860193792,0.16378937069540642
4,0.7196856730011519,0.23256004049739212,0.16378937069540642
5,1.1787686347935873,0.3253055736256878,0.16378937069540642
6,1.9306977288832496,0.32629987679196865,0.16378937069540642
7,3.1622776601683795,0.326308196288926,0.16378937069540642
8,5.17947467923121,0.3263082657140083,0.16378937069540642
9,8.483428982440717,0.32630826629235915,0.16378937069540642
10,13.894954943731374,0.32630826629690907,0.16378937069540642
11,22.758459260747887,0.32630826631339,0.16378937069540642
12,37.27593720314938,0.3263082662971836,0.16378937069540642
13,61.054022965853264,0.3263082662709306,0.16378937069540642
14,100.0,0.3263082662771275,0.16378937069540642
0,0.1,1.534946236619014,0.2682695795279726
1,0.16378937069540642,1.4667391720103609,0.2682695795279726
2,0.2682695795279726,0.4237194804491119,0.2682695795279726
3,0.43939705607607904,0.4330921977808631,0.2682695795279726
4,0.7196856730011519,0.22373228405095077,0.2682695795279726
5,1.1787686347935873,0.31613467997963113,0.2682695795279726
6,1.9306977288832496,0.3171312065393301,0.2682695795279726
7,3.1622776601683795,0.3171395451681007,0.2682695795279726
8,5.17947467923121,0.317139614756816,0.2682695795279726
9,8.483428982440717,0.3171396153366011,0.2682695795279726
10,13.894954943731374,0.31713961534135215,0.2682695795279726
11,22.758459260747887,0.31713961534151525,0.2682695795279726
12,37.27593720314938,0.31713961534172247,0.2682695795279726
13,61.054022965853264,0.317139615341705,0.2682695795279726
14,100.0,0.31713961534502044,0.2682695795279726
0,0.1,1.295331009461937,0.43939705607607904
1,0.16378937069540642,1.239534710503807,0.43939705607607904
2,0.2682695795279726,0.37550444950922207,0.43939705607607904
3,0.43939705607607904,0.4144869059272751,0.43939705607607904
4,0.7196856730011519,0.21531738802221495,0.43939705607607904
5,1.1787686347935873,0.30835841021101323,0.43939705607607904
6,1.9306977288832496,0.3093687552058343,0.43939705607607904
7,3.1622776601683795,0.3093772101462901,0.43939705607607904
8,5.17947467923121,0.3093772807068779,0.43939705607607904
9,8.483428982440717,0.3093772812538052,0.43939705607607904
10,13.894954943731374,0.3093772812987309,0.43939705607607904
11,22.758459260747887,0.3093772809633332,0.43939705607607904
12,37.27593720314938,0.30937728144454674,0.43939705607607904
13,61.054022965853264,0.30937728129902337,0.43939705607607904
14,100.0,0.30937728129844866,0.43939705607607904
0,0.1,1.102324794242442,0.7196856730011519
1,0.16378937069540642,1.0578851047865865,0.7196856730011519
2,0.2682695795279726,0.3389464075953235,0.7196856730011519
3,0.43939705607607904,0.40283494886420185,0.7196856730011519
4,0.7196856730011519,0.20742987103923824,0.7196856730011519
5,1.1787686347935873,0.30140096686161627,0.7196856730011519
6,1.9306977288832496,0.3024413215976961,0.7196856730011519
7,3.1622776601683795,0.30245002857312686,0.7196856730011519
8,5.17947467923121,0.3024501012398361,0.7196856730011519
9,8.483428982440717,0.3024501018456583,0.7196856730011519
10,13.894954943731374,0.30245010182556104,0.7196856730011519
11,22.758459260747887,0.3024501018509461,0.7196856730011519
12,37.27593720314938,0.30245010185079896,0.7196856730011519
13,61.054022965853264,0.3024501019242033,0.7196856730011519
14,100.0,0.30245010185212634,0.7196856730011519
0,0.1,0.9568693025495769,1.1787686347935873
1,0.16378937069540642,0.9212098305867296,1.1787686347935873
2,0.2682695795279726,0.3109520322675728,1.1787686347935873
3,0.43939705607607904,0.3982348110451026,1.1787686347935873
4,0.7196856730011519,0.1986447707021663,1.1787686347935873
5,1.1787686347935873,0.2945139755155007,1.1787686347935873
6,1.9306977288832496,0.29560905386087655,1.1787686347935873
7,3.1622776601683795,0.29561822021367573,1.1787686347935873
8,5.17947467923121,0.2956182967362384,1.1787686347935873
9,8.483428982440717,0.2956182972862859,1.1787686347935873
10,13.894954943731374,0.29561829728998623,1.1787686347935873
11,22.758459260747887,0.2956182972918686,1.1787686347935873
12,37.27593720314938,0.29561829729202654,1.1787686347935873
13,61.054022965853264,0.29561829728872374,1.1787686347935873
14,100.0,0.2956182972922595,1.1787686347935873
0,0.1,0.8493320270634412,1.9306977288832496
1,0.16378937069540642,0.8199895226801003,1.9306977288832496
2,0.2682695795279726,0.28925668803846993,1.9306977288832496
3,0.43939705607607904,0.40190208829507307,1.9306977288832496
4,0.7196856730011519,0.18688660996280648,1.9306977288832496
5,1.1787686347935873,0.28646322595430906,1.9306977288832496
6,1.9306977288832496,0.28765423709135246,1.9306977288832496
7,3.1622776601683795,0.28766420845024454,1.9306977288832496
8,5.17947467923121,0.28766429166459717,1.9306977288832496
9,8.483428982440717,0.2876642923586064,1.9306977288832496
10,13.894954943731374,0.28766429236417473,1.9306977288832496
11,22.758459260747887,0.2876642923599796,1.9306977288832496
12,37.27593720314938,0.28766429235404917,1.9306977288832496
13,61.054022965853264,0.28766429236085256,1.9306977288832496
14,100.0,0.28766429235632013,1.9306977288832496
0,0.1,0.7694188431635669,3.1622776601683795
1,0.16378937069540642,0.7445533133627187,3.1622776601683795
2,0.2682695795279726,0.27225842023756763,3.1622776601683795
3,0.43939705607607904,0.4168036512503775,3.1622776601683795
4,0.7196856730011519,0.1683500840111051,3.1622776601683795
5,1.1787686347935873,0.274712585832419,3.1622776601683795
6,1.9306977288832496,0.2760752363125342,3.1622776601683795
7,3.1622776601683795,0.27608664836162033,3.1622776601683795
8,5.17947467923121,0.27608674358293755,3.1622776601683795
9,8.483428982440717,0.2760867443922449,3.1622776601683795
10,13.894954943731374,0.27608674439904657,3.1622776601683795
11,22.758459260747887,0.27608674439867237,3.1622776601683795
12,37.27593720314938,0.2760867443990511,3.1622776601683795
13,61.054022965853264,0.27608674438031783,3.1622776601683795
14,100.0,0.2760867443991227,3.1622776601683795
0,0.1,0.7092416813352903,5.17947467923121
1,0.16378937069540642,0.6875809230544004,5.17947467923121
2,0.2682695795279726,0.2588289071876317,5.17947467923121
3,0.43939705607607904,0.44925753357573617,5.17947467923121
4,0.7196856730011519,0.1339505632774472,5.17947467923121
5,1.1787686347935873,0.2529958667754,5.17947467923121
6,1.9306977288832496,0.25468560797183026,5.17947467923121
7,3.1622776601683795,0.2546997661786064,5.17947467923121
8,5.17947467923121,0.25469988432161644,5.17947467923121
9,8.483428982440717,0.254699885339112,5.17947467923121
10,13.894954943731374,0.2546998834836033,5.17947467923121
11,22.758459260747887,0.25469988532728144,5.17947467923121
12,37.27593720314938,0.25469988532291626,5.17947467923121
13,61.054022965853264,0.2546998853284868,5.17947467923121
14,100.0,0.2546998853328048,5.17947467923121
0,0.1,0.6633318060698293,8.483428982440717
1,0.16378937069540642,0.6440052247789401,8.483428982440717
2,0.2682695795279726,0.24816781676225208,8.483428982440717
3,0.43939705607607904,0.5129637046623189,8.483428982440717
4,0.7196856730011519,0.07702973135541503,8.483428982440717
5,1.1787686347935873,0.20506915736007894,8.483428982440717
6,1.9306977288832496,0.20743754796762406,8.483428982440717
7,3.1622776601683795,0.20745740405425153,8.483428982440717
8,5.17947467923121,0.20745756976237573,8.483428982440717
9,8.483428982440717,0.20745757103106738,8.483428982440717
10,13.894954943731374,0.20745757118643515,8.483428982440717
11,22.758459260747887,0.2074575712561299,8.483428982440717
12,37.27593720314938,0.20745757030425988,8.483428982440717
13,61.054022965853264,0.20745757115344443,8.483428982440717
14,100.0,0.20745757117773891,8.483428982440717
0,0.1,0.6280054729194688,13.894954943731374
1,0.16378937069540642,0.6104061346197381,13.894954943731374
2,0.2682695795279726,0.2397018788406036,13.894954943731374
3,0.43939705607607904,0.6372931846881131,13.894954943731374
4,0.7196856730011519,0.18339081706571927,13.894954943731374
5,1.1787686347935873,0.11507424732156687,13.894954943731374
6,1.9306977288832496,0.11879450211284587,13.894954943731374
7,3.1622776601683795,0.11882568476064458,13.894954943731374
8,5.17947467923121,0.11882594488002463,13.894954943731374
9,8.483428982440717,0.11882594729971528,13.894954943731374
10,13.894954943731374,0.11882594718701955,13.894954943731374
11,22.758459260747887,0.11882594718326916,13.894954943731374
12,37.27593720314938,0.1188259471852823,13.894954943731374
13,61.054022965853264,0.11882594729488194,13.894954943731374
14,100.0,0.11882594718581035,13.894954943731374
0,0.1,0.6008032156707415,22.758459260747887
1,0.16378937069540642,0.5844935814380662,22.758459260747887
2,0.2682695795279726,0.23301754686377735,22.758459260747887
3,0.43939705607607904,0.856100197582485,22.758459260747887
4,0.7196856730011519,0.4076087048379931,22.758459260747887
5,1.1787686347935873,0.041624388092000905,22.758459260747887
6,1.9306977288832496,0.046813640448345815,22.758459260747887
7,3.1622776601683795,0.04685705542506314,22.758459260747887
8,5.17947467923121,0.04685741779623634,22.758459260747887
9,8.483428982440717,0.04685742083689961,22.758459260747887
10,13.894954943731374,0.04685742064944135,22.758459260747887
11,22.758459260747887,0.04685742082972917,22.758459260747887
12,37.27593720314938,0.04685742077698815,22.758459260747887
13,61.054022965853264,0.04685742086798687,22.758459260747887
14,100.0,0.04685742084629325,22.758459260747887
0,0.1,0.5801125430554427,37.27593720314938
1,0.16378937069540642,0.5647623555065276,37.27593720314938
2,0.2682695795279726,0.22781713276062188,37.27593720314938
3,0.43939705607607904,1.1367121856964646,37.27593720314938
4,0.7196856730011519,0.5537257809582957,37.27593720314938
5,1.1787686347935873,0.01630052666982981,37.27593720314938
6,1.9306977288832496,0.022073518408506496,37.27593720314938
7,3.1622776601683795,0.022121768895007606,37.27593720314938
8,5.17947467923121,0.022122169748804765,37.27593720314938
9,8.483428982440717,0.022122174922733637,37.27593720314938
10,13.894954943731374,0.022122174945102418,37.27593720314938
11,22.758459260747887,0.022122175007681273,37.27593720314938
12,37.27593720314938,0.022122174773854784,37.27593720314938
13,61.054022965853264,0.022122175147653536,37.27593720314938
14,100.0,0.02212217494564426,37.27593720314938
0,0.1,0.5649464074596316,61.054022965853264
1,0.16378937069540642,0.5502903045029738,61.054022965853264
2,0.2682695795279726,0.22389180733927322,61.054022965853264
3,0.43939705607607904,1.4392564278094468,61.054022965853264
4,0.7196856730011519,0.6007132578489162,61.054022965853264
5,1.1787686347935873,0.009143198074045088,61.054022965853264
6,1.9306977288832496,0.015066006956615832,61.054022965853264
7,3.1622776601683795,0.015115498089424471,61.054022965853264
8,5.17947467923121,0.015115911087393415,61.054022965853264
9,8.483428982440717,0.015115914537262898,61.054022965853264
10,13.894954943731374,0.015115914576356452,61.054022965853264
11,22.758459260747887,0.015115916912124128,61.054022965853264
12,37.27593720314938,0.015115915026005613,61.054022965853264
13,61.054022965853264,0.015115922755816831,61.054022965853264
14,100.0,0.015115914576153047,61.054022965853264
0,0.1,0.5548452940169354,100.0
1,0.16378937069540642,0.540650787112715,100.0
2,0.2682695795279726,0.22110875368757893,100.0
3,0.43939705607607904,1.7676188351007682,100.0
4,0.7196856730011519,0.6134053909462097,100.0
5,1.1787686347935873,0.006840297532181842,100.0
6,1.9306977288832496,0.012786058928730935,100.0
7,3.1622776601683795,0.012835905717458957,100.0
8,5.17947467923121,0.012836321794968622,100.0
9,8.483428982440717,0.012836325265135486,100.0
10,13.894954943731374,0.012836325304650701,100.0
11,22.758459260747887,0.012836325292409289,100.0
12,37.27593720314938,0.012836325294396739,100.0
13,61.054022965853264,0.012836325297902665,100.0
14,100.0,0.012836325294184764,100.0
